BusinessName,DBAName,Address,City,State,Zip,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Property_ID,Location
B.U. George Sherman Union,,775 COMMONWEALTH ,BOSTON,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:34:22 PM,+16173532947,,"(42.3594, -71.0587)"
B.U. HARRY AGGANIS ARENA(FS),,925 COMMONWEALTH ,BOSTON,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:36:10 PM,+10000000000,,"(42.3594, -71.0587)"
B.U. HARRY AGGANIS ARENA/STANDS,,925 COMMONWEALTH ,BOSTON,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:36:10 PM,+10000000000,,"(42.3594, -71.0587)"
B.U. HEALTHY BLENDS,,915 COMMONWEALTH ,BOSTON,MA,02215,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:15 PM,+16173532947,,"(42.3594, -71.0587)"
B.U. PUB,,225 BAY STATE,BOSTON,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:34:22 PM,+16173532947,,"(42.3594, -71.0587)"
B.U. SCHOOL OF LAW CART,,765 COMMONWEALTH ,BOSTON,MA,02215,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:38 PM,+16173532947,,"(42.3594, -71.0587)"
B.U. SCHOOL OF MANAGEMENT,,595 COMMONWEALTH ,BOSTON,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:35:42 PM,+16173532947,,"(42.3594, -71.0587)"
B.U. WARREN TOWER CAFE,,700 COMMONWEALTH ,BOSTON,MA,02115,Active,FS,Eating & Drinking,12/07/2006 01:34:22 PM,+16173532947,,"(42.3594, -71.0587)"
B.U. WEST CAMPUS,,278 Babcock,Allston,MA,02134,Active,FS,Eating & Drinking,12/07/2006 01:34:22 PM,+16173532947,7411,"(42.3532, -71.1221)"
B.U.Dining Srvices-1st fl.,,100 Bay State,Boston,MA,02215,Active,FS,Eating & Drinking,09/20/2011 03:16:01 PM,+16173532990,342937,"(42.3594, -71.0587)"
B.U.Dining Srvices-2nd fl.,,100 Bay State,Boston,MA,02215,Active,FS,Eating & Drinking,09/20/2011 03:19:37 PM,+16173532990,342937,"(42.3594, -71.0587)"
BA LE FIELDS CORNER,,1449 DORCHESTER ,DORCHESTER,MA,02122,Active,FT,Eating & Drinking w/ Take Out,03/21/2007 11:20:04 AM,+10000000000,,"(42.3594, -71.0587)"
BACCO RISTORANTE & BAR,,107 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,12/07/2006 01:35:17 PM,+16176292622,121692,"(42.36418, -71.05538)"
Back Bay Harry's,,142 Berkeley,Boston,MA,02116,Active,FS,Eating & Drinking,08/07/2013 11:59:36 AM,+10000000000,157823,"(42.348822, -71.072098)"
Back Bay Sandwich,,31 Saint James,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,06/22/2011 10:14:39 AM,+16174511561,304225,"(42.35091, -71.07152)"
Back Bay Social Club,,867 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,06/18/2010 12:55:11 PM,+16172680233,18414,"(42.34874, -71.083445)"
Back Deck,,10 West,Boston,MA,02111,Active,FS,Eating & Drinking,09/15/2011 12:56:14 PM,+16174261266,172982,"(42.354426, -71.062191)"
BACKWOODS PIZZA,,539 Dudley,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:03 PM,+16174457400,156012,"(42.321739, -71.072511)"
Baco Banh Mi @Super 88 Market,,1 Brighton,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,04/22/2013 01:02:35 PM,+16177565111,157732,"(42.352411, -71.125329)"
Bagelville Inc.,,200 Faneuil Hall Market,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,08/21/2009 08:57:19 AM,+16175902206,,"(42.3594, -71.0587)"
Bailey & Sage,,103 State,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,04/08/2010 01:12:51 PM,+10000000000,130366,"(42.35896, -71.05512)"
BAILEY'S COFFEE SHOP,,65 L STREET,SOUTH BOSTON,MA,02127,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:29 PM,+16174642044,,"(42.3594, -71.0587)"
Bain Capital (40th Fl),,200 Clarendon,Boston,MA,02116,Active,FS,Eating & Drinking,05/06/2011 11:09:25 AM,+16175162000,33209,"(42.34921, -71.07513)"
BALE RESTAURANT,,1052 DORCHESTER ,DORCHESTER,MA,02125,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:43 PM,+16174799006,,"(42.3594, -71.0587)"
BAMBOO RESTAURANT,,1616 Commonwealth,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:08 PM,+16177348192,158088,"(42.343246, -71.142709)"
BAN CHIANG HOUSE,,707 Centre,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,12/07/2006 01:34:43 PM,+16175222299,155915,"(42.311433, -71.114661)"
BANGKOK BISTRO,,433 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,03/07/2013 10:48:01 AM,+16177109104,143543,"(42.349345, -71.156794)"
BANGKOK BLUE THAI,,651 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:35:51 PM,+16172661010,18369,"(42.35006, -71.0785)"
BANGKOK CITY RESTAURANT,,167 MASSACHUSETTS ,BOSTON,MA,02115,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:23 PM,+16179218008,,"(42.3594, -71.0587)"
Bangkok Express,,100-199 Faneuil Hall Market,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,05/01/2007 02:22:33 PM,+10000000000,,"(42.3594, -71.0587)"
Banh Mi House,,48 Winter,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,09/20/2012 10:16:24 AM,+16173317899,155968,"(42.355863, -71.061898)"
Banh Mi Ngon/Vietnamese Gourmet Sandwiches,,1751 Centre,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,01/27/2012 02:51:20 PM,+10000000000,27713,"(42.28746, -71.15038)"
Bani Restaurant,,4541 Washington,Roslindale,MA,02131,Active,FS,Eating & Drinking,12/07/2006 01:36:15 PM,+16174690294,145300,"(42.278345, -71.137197)"
Bar Louie,,121 Brookline,Boston,MA,02215,Active,FS,Eating & Drinking,09/28/2012 10:27:49 AM,+12148454800,22082,"(42.34575, -71.10049)"
Bar Medallo,,411 Chelsea,East Boston,MA,02128,Active,FS,Eating & Drinking,03/23/2011 03:26:07 PM,+16175672727,30551,"(42.379899, -71.026814)"
BARLOLA,,160 COMMONWEALTH ,BOSTON,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:36:23 PM,+16172661122,,"(42.3594, -71.0587)"
BARNES & NOBLE BOOKSELLERS,,800 Boylston,Boston,MA,02199,Active,FS,Eating & Drinking,12/07/2006 01:35:44 PM,+15163387007,157244,"(42.347296, -71.081457)"
Barney Fannings,,99 BROAD ST,BOSTON,MA,02110,Active,FS,Eating & Drinking,02/09/2012 12:42:44 PM,+10000000000,,"(42.3594, -71.0587)"
BARNEY'S GRILL,,299 Havre,East Boston,MA,02128,Active,FS,Eating & Drinking,12/07/2006 01:35:06 PM,+16175677170,156023,"(42.376526, -71.033798)"
Barracuda Tavern,,53 Bromfield,Boston,MA,02108,Active,FS,Eating & Drinking,07/29/2010 01:16:52 PM,+16174820301,21788,"(42.35702, -71.06069)"
Barrington Coffee,,346 Congress,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,07/15/2011 10:12:38 AM,+10000000000,342794,"(42.350637, -71.048443)"
BARRY'S BOOTCAMP,,38 Chauncy,Boston,MA,02111,Active,FS,Eating & Drinking,04/16/2013 11:18:00 AM,+10000000000,205525,"(42.3538, -71.05977)"
Bartlett Square Cafe,,154 Green,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,12/06/2012 12:37:26 PM,+10000000000,165762,"(42.31043, -71.106539)"
Basho Japanese Brasserie,,1341 Boylston,Boston,MA,02215,Active,FS,Eating & Drinking,10/29/2009 01:22:25 PM,+16178598886,18094,"(42.34442, -71.09961)"
Basho Japanese Brasserie,,245 Summer,Boston,MA,02210,Active,FS,Eating & Drinking,05/09/2014 08:25:41 AM,+16172621338,131985,"(42.351395, -71.053852)"
Basho Japanese Sushi@B.U.(G.S.U.),,775 Commonwealth,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,02/28/2013 08:06:53 AM,+16172621338,157395,"(42.350873, -71.108963)"
Battery Park Restaurant & Lounge,,31 Batterymarch,Boston,MA,02109,Active,FS,Eating & Drinking,07/29/2010 11:20:30 AM,+16173507275,161832,"(42.357376, -71.054403)"
BCG @ Bank of America Pavillion,,290 Northern,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:14 PM,+17816830221,157014,"(42.348163, -71.03656)"
BCG@ ORPHEUM THEATRE,,1 Hamilton,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:21 PM,+17816599923,165924,"(42.356225, -71.060994)"
Beach House Cafe,,789A Adams,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,12/21/2012 11:00:56 AM,+16179291880,973,"(42.28323, -71.05596)"
BEACON HILL HOTEL & BISTRO,,25 Charles,Boston,MA,02114,Active,FS,Eating & Drinking,12/07/2006 01:35:18 PM,+16177237575,29144,"(42.35692, -71.06965)"
Beacon Hill Pub,,149 Charles,Boston,MA,02114,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+16175231895,158142,"(42.360479, -71.070569)"
Bean & Leaf Cafe,,20 Custom House,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:36 PM,+15089420923,157482,"(42.358135, -71.053058)"
Bean and Cream Co.,,676 Truman,Hyde Park,MA,02136,Active,FT,Eating & Drinking w/ Take Out,10/07/2010 09:43:44 AM,+10000000000,170574,"(42.252129, -71.118362)"
BEANTOWN BURRITO,,400 Longwood,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:02 PM,+17813567770,156642,"(42.340338, -71.109399)"
Beantown Hoagie,,102 Water,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,09/16/2010 09:14:42 AM,+17817340300,157376,"(42.35806, -71.055079)"
Beantown Pho and Grill,,272 Newbury,Boston,MA,02116,Active,FS,Eating & Drinking,05/05/2014 12:20:44 PM,+16174709940,101485,"(42.34912, -71.08342)"
Beantown Pub,,100 Tremont,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:05 PM,+16174260111,157329,"(42.357232, -71.060979)"
Beijing Cafe,,728 Commonwealth,Boston,MA,02115,Active,FS,Eating & Drinking,12/07/2006 01:35:26 PM,+18574982790,,"(42.3594, -71.0587)"
Beijing Kyoto,,108 South,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,01/10/2008 01:04:23 PM,+18573896351,128507,"(42.351, -71.05713)"
Bel Lounge,,4174 Washington,Roslindale,MA,02131,Active,FS,Eating & Drinking,06/21/2011 10:27:14 AM,+16173274200,171259,"(42.287583, -71.126513)"
Bell In Hand,,45 Union,Boston,MA,02108,Active,FS,Eating & Drinking,12/07/2006 01:34:00 PM,+16172272098,139294,"(42.3616, -71.05706)"
Bella Arianna,,107 South,Boston,MA,02111,Active,FS,Eating & Drinking,12/31/2013 08:17:39 AM,+17023015045,156281,"(42.351401, -71.05752)"
Bella Luna Restaurant @ the Brewery,,284 Amory,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,10/10/2008 12:32:58 PM,+16175243740,157287,"(42.314637, -71.104489)"
Bella Vista,,288 Hanover,Boston,MA,02113,Active,FS,Eating & Drinking,04/01/2007 08:35:15 AM,+10000000000,69101,"(42.36402, -71.0545)"
Ben & Jerry's,,174 Newbury,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:47 PM,+16175365456,101380,"(42.35031, -71.079)"
Ben & Jerry's,,800 Boylston,Boston,MA,02199,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:23 PM,+16172660767,157244,"(42.347296, -71.081457)"
Ben and Jerry's,,22 Park,,MA,02116,Active,FT,Eating & Drinking w/ Take Out,12/23/2011 08:34:04 AM,+16178770252,340970,"(42.351454, -71.06876)"
Benevento's,,111 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,07/24/2009 10:05:55 AM,+16175937735,121696,"(42.36427, -71.05536)"
Bento Restaurant,,152 Chestnut Hill,Brighton,MA,02135,Active,FS,Eating & Drinking,02/13/2012 08:21:08 AM,+16179088407,31659,"(42.34145, -71.15433)"
BERKELEY PERK CAFE,,69 Berkeley,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:00 PM,+16174260673,15038,"(42.34678, -71.07061)"
BERKELEY RESIDENCE YWCA,,40 Berkeley,Boston,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:34:13 PM,+16173752542,15025,"(42.34594, -71.0709)"
Berklee College of Music,,160 Massachusetts,Boston,MA,02115,Active,FS,Eating & Drinking,01/07/2013 12:46:12 PM,+16177478112,343903,"(42.3594, -71.0587)"
Berkshire Farms Market,,200 Terminal,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,11/08/2013 09:59:52 AM,+10000000000,341353,"(42.3594, -71.0587)"
Berryline,,303 Newbury,Boston,MA,02115,Active,FS,Eating & Drinking,04/04/2011 08:53:54 AM,+10000000000,101539,"(42.34898, -71.08552)"
BERTUCCI'S,,1 Blackfan,BOSTON,MA,02115,Active,FS,Eating & Drinking,12/07/2006 01:35:58 PM,+15083512577,,"(42.3594, -71.0587)"
BERTUCCI'S,,683 V F W ,WEST ROXBURY,MA,02132,Active,FS,Eating & Drinking,12/07/2006 01:34:22 PM,+15083512577,,"(42.3594, -71.0587)"
BERTUCCI'S BRICK OVEN PIZZA,,22 Merchants,Boston,MA,02109,Active,FS,Eating & Drinking,12/07/2006 01:34:08 PM,+15083512577,157866,"(42.359407, -71.055821)"
BERTUCCI'S BRICKOVEN PIZZERIA,,533 COMMONWEALTH ,BOSTON,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:35:52 PM,+15083512577,,"(42.3594, -71.0587)"
BEST BARBECUE KITCHEN,,86 BEACH,BOSTON,MA,02111,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:08 PM,+16173990285,,"(42.3594, -71.0587)"
BEST WESTERN ROUNDHOUSE,,8 Gerard,Roxbury,MA,02119,Active,FS,Eating & Drinking,12/07/2006 01:36:04 PM,+16179891000,63531,"(42.33182, -71.07139)"
Beth Isreal Deaconess,,330 Brookline,Boston,MA,02115,Active,FS,Eating & Drinking,04/13/2007 08:21:31 AM,+10000000000,22096,"(42.33982, -71.10568)"
Bethlehem to Go,,136 Harvard,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,09/27/2011 10:54:45 AM,+10000000000,157590,"(42.352101, -71.13159)"
BETWEEN HOURS,,154 Harvard,Allston,MA,02134,Active,FS,Eating & Drinking,06/06/2012 01:51:36 PM,+16177798330,157496,"(42.351717, -71.13146)"
Bibim Restaurant,,166 Harvard,Allston,MA,02134,Active,FS,Eating & Drinking,02/07/2012 11:06:13 AM,+16177875656,157061,"(42.351497, -71.131379)"
Biddy Earlys,,141 Pearl,Boston,MA,02110,Active,FS,Eating & Drinking,12/07/2006 01:35:20 PM,+16176549944,108787,"(42.35464, -71.05374)"
Big Apple Circus,,1 CITY HALL PLAZA,BOSTON,MA,02201,Active,FS,Eating & Drinking,03/07/2007 12:21:32 PM,+16172708640,,"(42.3594, -71.0587)"
Big Bites,,10 Walk Hill,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,12/03/2012 08:22:54 AM,+16174421402,157536,"(42.29585, -71.115739)"
BIG DADDY'S PIZZA,,436 WESTERN ,BRIGHTON,MA,02135,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:34 PM,+16178032212,,"(42.3594, -71.0587)"
Big Guy's Cafe & Grill Inc.,,38 Cornhill,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,01/18/2011 02:29:05 PM,+16179736612,154049,"(42.35952, -71.05866)"
Bijou Night Club,,51 Stuart,Boston,MA,02116,Active,FS,Eating & Drinking,06/24/2011 09:46:39 AM,+16177924407,155868,"(42.351234, -71.064128)"
Billares Colombia,,16 Bennington,East Boston,MA,02128,Active,FS,Eating & Drinking,03/01/2013 12:53:46 PM,+16175695740,14624,"(42.37529, -71.0383)"
Bill's Bar,,7 Lansdowne,Boston,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:34:51 PM,+16172680233,84011,"(42.34733, -71.09499)"
BILLY TSE RESTAURANT,,240 Commercial,Boston,MA,02109,Active,FS,Eating & Drinking,12/07/2006 01:34:45 PM,+16179665334,36254,"(42.36385, -71.05146)"
Billy's Sub Shop,,57 Berkeley,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:32 PM,+16174261822,15033,"(42.34659, -71.07051)"
BILLY'S TEXAS B.B.Q.,,530 Washington,Dorchester,MA,02124,Active,FS,Eating & Drinking,12/07/2006 01:34:49 PM,+16172886161,146103,"(42.29298, -71.07162)"
Bin 26 Enoteca,,26 Charles,Boston,MA,02114,Active,FS,Eating & Drinking,08/14/2007 02:45:28 PM,+16175122550,158228,"(42.356745, -71.069988)"
Bingham McCutchen LLP,Flik International,1 Federal,Boston,MA,02110,Active,FS,Eating & Drinking,05/15/2008 03:24:54 PM,+16179518317,57149,"(42.3561, -71.05695)"
BIRCH STREET BISTRO,,14 Birch,West Roxbury,MA,02132,Active,FS,Eating & Drinking,12/07/2006 01:35:47 PM,+16179225666,15542,"(42.26346, -71.15857)"
Bistro du Midi,,272 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:35:47 PM,+16174267878,157796,"(42.351859, -71.069669)"
BK's Pub,,4272 Washington,Roslindale,MA,02131,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+16173250928,158144,"(42.285083, -71.129349)"
Black Rose,,160 State,Boston,MA,02109,Active,FS,Eating & Drinking,12/07/2006 01:34:05 PM,+16177422286,130383,"(42.35944, -71.05379)"
Black Seeds,,131 Tremont,Boston,MA,02111,Active,FS,Eating & Drinking,12/07/2006 01:34:50 PM,+16173380024,155952,"(42.356002, -71.062138)"
BLACKSTONE GRILL,,1 Union,Boston,MA,02109,Active,FS,Eating & Drinking,06/06/2014 09:18:55 AM,+16179826171,155717,"(42.36066, -71.056626)"
BLACKSTONE GRILL,,15 Union,Boston,MA,02108,Active,FS,Eating & Drinking,12/07/2006 01:36:25 PM,+16172858817,139286,"(42.360853, -71.056685)"
BLASI'S CAFE,,756 Adams,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:18 PM,+16178254566,958,"(42.28373, -71.05536)"
Bleacher Bar,,70 Lansdowne,Boston,MA,02215,Active,FS,Eating & Drinking,04/02/2008 01:17:20 PM,+16172622424,156998,"(42.347051, -71.098327)"
Blue Asia Cafe,,101 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,10/08/2009 10:36:56 AM,+17812673366,20067,"(42.353081, -71.130624)"
Blue Cross Blue Shield-Landmark Center,,401 Park,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,09/17/2008 09:48:51 AM,+19788970660,156914,"(42.344534, -71.102755)"
Blue Dragon,,324 A,Boston,MA,02210,Active,FS,Eating & Drinking,08/23/2012 01:10:36 PM,+16172626620,30,"(42.349391, -71.049735)"
Blue Hill Coffee Shop,,170 Blue Hill,Dorchester,MA,02119,Active,FT,Eating & Drinking w/ Take Out,01/13/2010 03:22:07 PM,+16174423900,157778,"(42.318959, -71.077569)"
Blue Hill Pizza,,161 Blue Hill,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,07/27/2012 08:03:44 AM,+16174450044,16335,"(42.31931, -71.07795)"
Blue House of Coffee,,1553 Blue Hill,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,09/27/2012 10:49:18 AM,+15083592782,16311,"(42.27076, -71.09398)"
Blue Island,,375 Blue Hill,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,06/20/2013 11:14:34 AM,+16174421277,156225,"(42.311782, -71.081059)"
Blue Nile Restaurant,,387 Centre,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,09/13/2011 11:16:56 AM,+16175222758,28018,"(42.32228, -71.10956)"
BLUE STAR RESTAURANT,,11 Corinth,Roslindale,MA,02131,Active,FS,Eating & Drinking,12/07/2006 01:35:59 PM,+16173239638,42862,"(42.28641, -71.13043)"
Blue State Coffee,,155 Seaport,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,02/25/2013 11:23:43 AM,+18608820028,307541,"(42.34968, -71.04281)"
Blue State Coffee@957 Comm. Ave. Boston,,957 Commonwealth,Boston,MA,02215,Active,FS,Eating & Drinking,08/19/2010 02:54:08 PM,+18776262583,41310,"(42.35191, -71.11889)"
Bluestone Bristro,,1799 Commonwealth,Brighton,MA,02135,Active,FS,Eating & Drinking,11/13/2012 10:36:53 AM,+16172542254,156755,"(42.340611, -71.151579)"
Blunch,,59 EAST SPRINGFIELD,BOSTON,MA,02136,Active,FT,Eating & Drinking w/ Take Out,12/05/2007 03:00:08 PM,+16179057709,,"(42.3594, -71.0587)"
BO9/CO9/Y7,,4 Yawkey,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,03/08/2011 09:03:12 AM,+16175366683,156417,"(42.346723, -71.09868)"
BOCA GRANDE RESTAURANT,,366 Washington,Brighton,MA,02135,Active,FS,Eating & Drinking,03/25/2007 12:08:19 PM,+10000000000,157837,"(42.34896, -71.153749)"
Bohemio's Restaurant,,30 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,04/13/2011 10:56:07 AM,+16175617777,156396,"(42.37539, -71.038018)"
Boloco,,125 Pearl,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:32 PM,+16172662200,158233,"(42.354845, -71.05391)"
Boloco,,133 Federal,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:32 PM,+16172662200,57153,"(42.35426, -71.0566)"
Boloco,,1940 Beacon,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:32 PM,+16172662200,156354,"(42.336353, -71.149998)"
Boloco,,27 SCHOOL,BOSTON,MA,02109,Active,FT,Eating & Drinking w/ Take Out,10/30/2008 09:45:49 AM,+16172662200,,"(42.3594, -71.0587)"
Boloco,,283 LONGWOOD ,BOSTON,MA,02115,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:32 PM,+16172662200,,"(42.3594, -71.0587)"
Boloco,,359 HUNTINGTON ,BOSTON,MA,02115,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:32 PM,+16172662200,,"(42.3594, -71.0587)"
Boloco,,48 Congress,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,08/03/2007 10:00:05 AM,+16172662200,42117,"(42.35798, -71.05599)"
Boloco,,569 Boylston,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,07/01/2010 10:09:33 AM,+10000000000,18351,"(42.35064, -71.07645)"
Boloco - Berklee,,1080 Boylston,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,11/05/2009 09:38:53 AM,+16172662200,17944,"(42.346952, -71.088046)"
Boloco (247 Newbury St.),,247 Newbury,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:32 PM,+16172662200,101459,"(42.34978, -71.08272)"
Boloco Inspired Burritos,,2 Park,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,09/05/2008 08:31:12 AM,+16172662200,107187,"(42.352269, -71.067108)"
Boloco-Atlantic Wharf,,280 Congress,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,06/30/2011 10:41:40 AM,+10000000000,,"(42.3594, -71.0587)"
BoMA Restaurant & Bar,,1415 Washington,Roxbury,MA,,Active,FS,Eating & Drinking,08/01/2012 10:21:02 AM,+16172013362,161051,"(42.341226, -71.07053)"
BOMBAY CAFE,,175 MASSACHUSETTS ,BOSTON,MA,02115,Active,FS,Eating & Drinking,12/07/2006 01:35:34 PM,+16172470555,,"(42.3594, -71.0587)"
BON APPETIT @ LESLEY UNIV.,,700 Beacon,Boston,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:36:35 PM,+16173498380,12213,"(42.3485, -71.09937)"
BON APPETIT RESTAURANT,,1138 Blue Hill,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:16 PM,+16178255544,157568,"(42.285777, -71.09125)"
Bonapita,,51 Franklin,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,10/02/2013 11:07:04 AM,+14014515538,238222,"(42.35537, -71.05877)"
Bonchon Allston,,101 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,02/08/2012 11:03:55 AM,+16172548888,20067,"(42.353081, -71.130624)"
Bonfire By Todd English,,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,02128,Active,FT,Eating & Drinking w/ Take Out,09/06/2007 10:19:16 AM,+12406944746,,"(42.3594, -71.0587)"
Bonne Chance Cafe,,77 Canal,Boston,MA,02114,Active,FS,Eating & Drinking,07/22/2010 08:19:57 AM,+16177423115,155876,"(42.364196, -71.059521)"
Borinquen Bakery & Cafe,,112 Stoughton,Dorchester,MA,02124,Active,FS,Eating & Drinking,12/09/2010 09:55:08 AM,+16172822500,156356,"(42.315468, -71.061268)"
BOSTON & MAINE FISH CO.,,200 Faneuil Hall Market,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,03/07/2007 11:11:43 AM,+16175902205,,"(42.3594, -71.0587)"
BOSTON BACK BAY HILTON,,40 Dalton,Boston,MA,02115,Active,FS,Eating & Drinking,12/07/2006 01:35:06 PM,+16172361100,45831,"(42.34645, -71.08526)"
Boston Bagel Company,,753 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,09/20/2013 11:28:32 AM,+17818445959,164672,"(42.335436, -71.035227)"
BOSTON BEANSTOCK COFFEE CO.,,97 Salem,Boston,MA,02113,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:11 PM,+16177250040,121954,"(42.363853, -71.055523)"
